Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion,EmailEngagement,SiteEngagement,IncomePerClick,AdSpendPerClick,ClickToConversionRate,TotalInteractions
36,Female,146047,Email,Retention,169.1052121156579,0.1061574835957064,0.1526974187276861,23,8.542397526860926,8.262284347170123,93,9,4,5,3972,0,13,1623.3334995902192,132030.92883777773,152.87625371928036,0.13804310958628024,134
66,Female,83294,Social Media,Consideration,6269.815414189339,0.0751673740357812,0.1915300779023438,23,6.451259727137123,8.52544481374405,62,16,2,0,3844,1,18,1264.9967520052521,77470.72875485897,5831.4784893953465,0.17813977853830387,103
58,Male,61224,Email,Retention,2032.0044888916984,0.2567864780975171,0.1066127674697368,39,3.4368924924575746,11.053934545877055,95,14,7,0,839,1,21,1481.656201460849,48714.71890171743,1616.8255501663905,0.084829658281432,155
31,Male,144582,Email,Conversion,8750.086374244253,0.0278276998415912,0.1258870656002866,10,7.396232627322055,12.400642607356772,77,7,6,9,1286,1,13,917.1803745229221,140667.54575916077,8513.184043972366,0.12247876333717053,109
66,Male,135078,SEO,Awareness,5589.498085934388,0.1179267189473684,0.0351162707708457,37,3.79442393579145,4.312932005122159,62,8,9,6,3075,1,17,605.5084200460317,120829.02905048056,4999.878785612546,0.031411961245466,122
66,Female,134798,PPC,Conversion,2538.353834146682,0.1248271098550296,0.0377120611195617,9,1.3112538860976597,1.5555618655693522,27,13,4,0,2888,0,17,18.357628871638244,119838.86129609119,2256.6613232444506,0.03352698453758118,53
39,Female,129034,SEO,Consideration,3863.078573343893,0.0475087833433643,0.1468747895851906,2,9.391813544539495,2.1144267442714906,41,8,8,1,3348,0,16,39.71660347157106,123181.7833432942,3687.872249637843,0.1402134205657026,60
36,Male,48528,SEO,Conversion,3617.0441966468265,0.0741877903426604,0.0490691161034361,11,1.5924975884180763,8.44440570262449,5,6,5,9,3312,1,11,147.9246528875869,45176.45837746844,3367.2363707401737,0.04568020279562413,36
68,Male,65606,PPC,Conversion,8843.253197754337,0.0773290722591166,0.0671913376613392,30,3.095353988110013,7.941110990035974,83,15,3,5,3789,1,18,737.4164871909633,60896.89927556378,8208.497686979135,0.06236844376662147,136
21,Female,91031,Email,Consideration,6381.366809598217,0.079195707457385,0.1767315273648144,34,3.926284369811056,4.75699817478993,20,10,6,3,4280,1,16,635.0291377505124,84350.78028105908,5913.076530514464,0.16376225937851327,73
48,Female,119837,Email,Consideration,8379.9248675485,0.2353407247625116,0.1052239587012189,42,2.4534329031527387,7.881876772198169,14,18,5,9,3207,1,23,812.1815440832642,97007.24472030831,6783.492764038439,0.08517808616845178,88
25,Female,49418,SEO,Consideration,4386.805391344956,0.0215285362378717,0.0137397141769172,44,9.60549903092355,12.997975454108774,1,14,0,4,239,0,14,5493.489787650036,48376.524244734945,4294.354230671683,0.013450152090237633,63
21,Female,20125,Referral,Consideration,3422.7270254937443,0.0774976081362148,0.1881989235701902,22,8.76424257601219,1.2089784532220784,3,4,2,1,512,0,6,233.10716953062663,18677.535660437254,3176.551854638596,0.17466296180065255,32
34,Female,21084,Email,Consideration,6983.363300479231,0.0780299470813845,0.1447027598836718,17,1.901629880230815,10.784982150007847,93,8,8,3,4949,1,16,348.65375334158534,19557.89823564919,6477.893605261812,0.1342288869390264,129
41,Male,25560,PPC,Awareness,3135.7363205550464,0.0236426627133139,0.1854924039420686,0,6.361322823008072,6.502267828151205,18,19,3,4,1843,1,22,0.0,24969.65096418461,3063.3114804372462,0.18120816052194813,44
43,Male,27482,Email,Retention,6124.285965025674,0.1657260514683533,0.014685115676792,45,3.675971005928636,4.358218144831854,45,0,1,1,3379,0,1,720.9307592061292,23575.007151451715,5253.623659959815,0.012597398555427809,92
58,Female,90994,Email,Retention,5273.098832292671,0.2260536296864712,0.0997920580889575,13,7.968767243046189,4.894079039357248,41,16,7,0,1102,1,23,506.99709753821696,74216.98186503405,4300.871270729909,0.08139289805330661,77
61,Female,26577,SEO,Awareness,6260.92099862973,0.2830174864905453,0.0130046848162533,13,7.980920315630907,4.359403681630583,56,3,5,8,446,1,8,452.29669428790197,20714.448773957414,4879.84073837942,0.010136015255587192,85
59,Male,65487,Referral,Awareness,7074.74694691367,0.1537973344621137,0.0666154034140493,27,1.618600261695511,4.612059133824694,48,11,6,5,830,1,17,201.5571632660232,56757.801430117914,6131.706787320523,0.05773579243455662,97
25,Male,43267,PPC,Awareness,3789.824166551664,0.0956578441151084,0.0309556196568001,1,2.184987768878006,3.081952918579389,93,8,4,7,3391,0,12,6.7340294313538385,39489.517856684484,3458.9486005208664,0.02825299871037837,113
52,Female,22985,Social Media,Consideration,3811.797608457356,0.0834240366664139,0.1384330262747919,13,5.781170007534629,4.065523599455561,14,3,0,1,297,0,3,305.54528027525737,21215.146814281987,3518.287835099055,0.1277736339510579,31
34,Female,131038,Referral,Consideration,4017.178638591443,0.0514332452138695,0.0694871138149528,33,7.09981732516688,2.907830888658953,47,6,2,9,973,0,8,681.2872480245558,124627.97861536694,3820.669221634055,0.06608799382296363,97
66,Female,92592,SEO,Consideration,711.970814419319,0.1248756351985262,0.1047306857225707,1,8.007697312638712,3.430528750469088,46,0,4,0,4480,0,4,27.470635856061154,82313.09942423874,632.9329146627531,0.0931042352109325,51
24,Female,120539,Referral,Consideration,4262.315356676178,0.142284333308117,0.1355878520775143,25,3.9929496812029694,12.441090582168345,40,15,2,7,1553,1,17,1241.916216847159,105524.51476850126,3731.3961440163357,0.11869886342995231,89
51,Male,36568,PPC,Consideration,9055.573397822693,0.1970513546112529,0.1009094179657118,25,1.2980927842254055,4.355136774162919,25,13,7,6,2189,1,20,141.33429052138985,30548.39699160242,7564.899670293197,0.08429831984817605,76
60,Male,28117,PPC,Consideration,367.26031837649936,0.1446135705595431,0.1783551840004063,22,1.520651497381898,9.929621620790344,67,1,9,7,1371,1,10,332.18886769399114,24564.622264835667,320.8596576370876,0.15582130824573187,106
54,Female,94801,SEO,Retention,6233.498867203423,0.0483594999554876,0.0790044329308663,4,2.788601905594202,4.860528060873898,45,4,6,8,2224,0,10,54.216311250988184,90427.94957648133,5945.955435581108,0.0753600581997118,67
29,Female,71920,PPC,Retention,5905.708515016294,0.1541963232112597,0.1993583211956825,30,6.705673503142512,13.967036711464262,1,13,0,5,4491,1,13,2809.7516398045386,62311.75628761385,5116.727887839004,0.17272479316258635,49
26,Female,121460,Social Media,Awareness,6784.674510642356,0.0554071510291348,0.0564192324873913,8,9.38643226570776,12.340513249837436,99,1,0,0,1416,0,1,926.667133949346,115083.54845005885,6428.49018412143,0.05345731496359156,108
52,Female,65076,PPC,Awareness,4238.710869333922,0.0604505079487555,0.0539118428142231,45,2.851955007986383,4.377328023923936,98,2,2,3,4227,0,4,561.7774160743053,61366.37166205657,3997.0850478754746,0.05083862227432523,150
65,Female,56116,Email,Awareness,5392.617096162174,0.0839948378653531,0.0718700844543878,45,7.479266722367821,0.5235997677595403,39,11,5,8,3841,0,16,176.22640434795522,51767.774199465675,4974.762709001028,0.066301131651067,108
23,Male,89838,SEO,Consideration,7151.714436908243,0.1770204116703796,0.1118671394877115,10,2.6633151333849026,11.98316114019179,16,12,7,5,2019,1,19,319.1493441046268,76326.62875617048,6076.117598299609,0.09504265038951551,50
24,Female,23312,Referral,Awareness,179.9236386966448,0.1747531124915042,0.1384489586126082,39,2.0357373723571723,5.771096059579879,89,0,6,3,3001,1,6,458.18900119004894,19844.16959794911,153.15868226562878,0.11785366400858074,137
40,Male,88956,SEO,Retention,2421.060026836775,0.2016664815243486,0.1121640243050808,24,2.4968237362723253,11.773645511069128,68,14,3,1,217,1,17,705.5212217878443,74027.19587148403,2014.7520664515753,0.09334039521747957,110
26,Female,102455,Email,Retention,1954.4060862976075,0.0994625979256941,0.1149511741908651,29,3.0288148940182174,6.796711725080674,96,3,4,0,3193,1,7,596.9934693949053,93186.43507591543,1777.6012480869258,0.10455214611914788,132
62,Female,21144,Email,Conversion,7821.134527586779,0.2977995331157996,0.1570715852060194,41,3.678475989069428,7.306677559419413,76,19,9,3,1194,1,28,1101.9749564500655,16292.192638748136,6026.458114690135,0.12102915835461645,148
57,Female,38595,Referral,Retention,1800.060801644018,0.0719887923744737,0.1376240924178665,4,7.949120454404093,2.992036429433898,55,7,5,1,122,0,12,95.13623192614074,36003.174916140124,1679.1787511666537,0.12838202544359326,72
61,Male,103459,PPC,Consideration,2072.351693521199,0.2550550027803836,0.1564198868401044,3,9.794529838637496,1.1883445078762973,68,4,5,0,3256,0,9,34.91782722292616,82433.83737828408,1651.203882642768,0.1246318978001601,80
57,Male,109791,PPC,Consideration,130.79768847010374,0.2678834404511127,0.0536421474329933,26,4.722635551878143,5.8037850327959735,74,10,8,1,179,1,18,712.6381998148535,86593.92219913873,103.16223423784598,0.04230842183245759,119
18,Male,126745,SEO,Awareness,9859.820167373911,0.1685398476137409,0.0262228204056183,23,5.297653459224827,13.518045751735643,44,13,2,1,1417,1,15,1647.1202022887617,108464.42272278879,8437.726952579764,0.02244067282700505,83
54,Male,134433,SEO,Retention,1594.452395375299,0.0216577037645629,0.1032244314660549,33,9.904677915759905,3.4519480352490484,81,1,8,6,466,0,9,1128.2843045457075,131583.20982129997,1560.652251238478,0.10103621896619357,129
60,Male,131257,Referral,Awareness,1110.9988833495331,0.2256846678996011,0.023993359867725,2,7.394786946292506,6.320946701431758,76,17,3,3,4660,1,20,93.48410831191649,107088.7181977474,906.4312481393769,0.019575475239354427,101
20,Male,20184,Email,Consideration,4366.057437520717,0.0373540982304007,0.1365197094962329,20,6.944229991208457,4.277637125179606,55,11,4,0,192,0,15,594.0979203235788,19457.19406173016,4208.840014194456,0.13160376936777793,90
39,Male,81083,Email,Conversion,4512.490830751242,0.0481990055709787,0.1499339333972837,9,1.3128930957443772,14.126782752251636,57,3,8,5,1484,1,11,166.9225998646073,77354.58588403466,4304.994382524893,0.14303956844111979,82
34,Female,97482,SEO,Awareness,8023.828295942408,0.0971968217772473,0.1780305012133567,40,8.707222032066678,4.498434783624592,21,9,9,8,428,0,18,1566.7548183116462,88846.41120459861,7313.025463330593,0.16225940294375044,87
43,Female,75569,Referral,Consideration,7503.741002596049,0.2627790455592583,0.1719636181840039,46,9.345524189420036,11.33223808341231,70,4,4,0,1983,1,8,4871.662435924648,59843.40670345229,5942.243838289857,0.13617870742212454,124
25,Male,83027,PPC,Conversion,5113.929699907765,0.256014342052281,0.1961759938517928,36,9.933000437408491,12.094489084651975,23,14,8,6,4600,1,22,4324.844353250891,66103.54453782506,4071.5535871603124,0.1561892944082537,87
63,Female,108264,Referral,Retention,9836.612213524862,0.2361880601760616,0.1311822398675832,22,1.6032614454840508,13.085668082889866,47,0,1,1,2458,0,1,461.55443676536737,87578.90768220228,7957.2134130820705,0.10611835212912496,71
68,Female,118200,Email,Awareness,1664.737588840139,0.269340133822049,0.0495608051481073,33,8.254667568182565,1.673389914347027,49,7,9,6,2965,0,16,455.8381560111788,93119.24901018741,1311.4984270035861,0.0390445427726902,104
62,Female,110085,SEO,Consideration,6575.53058478856,0.2900449235724975,0.0458057835190402,10,3.838251128506544,2.3965458529864536,72,10,1,0,4364,0,11,91.98544824742933,85334.23758231895,5097.1330258632115,0.0355071228001821,93
38,Female,130453,SEO,Awareness,3072.713888257203,0.1572803623372573,0.1427992447699962,49,8.143302844705769,5.5461634476045,77,2,2,0,2124,0,4,2213.0403404239632,112723.76534285568,2655.116243441229,0.12339209185369492,130
48,Female,135793,SEO,Conversion,1530.676846800155,0.0677298390659579,0.0265814515038195,24,1.885593015002196,8.901321627453136,95,7,6,1,919,0,13,402.8224772403267,127179.17494821601,1433.580659447693,0.02489529704168683,133
60,Male,48987,Social Media,Consideration,7616.179966329272,0.1733805829818293,0.1511045224448947,21,5.108054079871142,5.910294915155149,84,7,8,9,2932,0,15,633.9922271465985,41748.60289192173,6490.801089425573,0.128777077647649,129
46,Female,122579,PPC,Awareness,8385.89565671232,0.2070408239927579,0.1918581120265654,8,7.272710381095598,2.65500956152436,9,7,0,2,1544,0,7,154.47292480005027,101553.31747150207,6947.483042845811,0.1589491492026922,26
55,Female,120274,PPC,Retention,7776.90942314987,0.0753719321659926,0.1604921745980858,31,9.416471565978789,4.015450876349254,86,12,3,4,1211,1,15,1172.1527490535482,111844.09449644692,7231.83225313104,0.1492434103936725,136
23,Female,97286,SEO,Awareness,3146.209723683676,0.0939319913258137,0.0911484990074691,47,6.284527243591357,9.193481555652586,88,18,1,9,2408,0,19,2715.5042090978063,88932.4023535432,2876.0560515928983,0.08332190641668663,163
69,Female,112648,Email,Conversion,5452.326045679503,0.1084460164437143,0.0211572035665175,39,1.1468046737053283,3.944878720341664,8,0,0,7,872,0,0,176.4362087938521,101626.96092446118,4918.891822240012,0.019087265642757482,54
34,Female,43461,PPC,Awareness,9864.945985853668,0.1936235001479089,0.0421241551135751,49,1.8764760960489184,13.165421902439316,94,9,9,3,3087,0,18,1210.5253752219865,36410.9788342928,8264.70489616805,0.03529099008888083,164
35,Female,44459,Social Media,Awareness,4387.127659297017,0.0129060271831601,0.0318788183059932,2,7.309399147586164,13.438110683350727,60,1,5,0,4571,0,6,196.44902954810465,43892.52191897624,4331.228703907899,0.031472631666183845,68
30,Male,130883,Referral,Consideration,4915.691240020148,0.0904067347076394,0.1340756854742265,22,4.220450429741587,13.747062112256588,66,10,7,8,823,1,17,1276.4134723858672,120031.35695515714,4508.126264772334,0.12295933361983036,113
51,Male,124005,PPC,Retention,3364.060065984567,0.0537695667777466,0.1152209356690579,2,9.236820332165518,4.791381911406907,67,0,9,4,4499,0,9,88.5142677169068,117677.53018260606,3192.4057896939526,0.10934168085854339,82
40,Female,119053,PPC,Awareness,5927.378985280411,0.0466194740939756,0.0966659450945504,3,7.085442685639639,8.587598743683355,49,18,0,0,1423,0,18,182.54081611691814,113750.03327074561,5663.356293280851,0.09236016287412477,70
34,Male,65310,Referral,Conversion,376.4337126625359,0.1199704828070901,0.1312455726027217,41,7.28644284922376,13.414864571360324,75,6,8,9,1779,1,14,4007.612405201037,58314.03684524546,336.11038723006675,0.11718663537789697,139
24,Female,101666,Social Media,Consideration,6576.041363188595,0.0112789388542899,0.1549511581919651,29,1.901833537003244,4.179102028655967,25,17,7,6,4550,1,24,230.49073538703007,100532.10454000025,6502.697831954061,0.15322296573041871,84
22,Female,79469,Email,Consideration,6510.323060472404,0.2713744589022139,0.0603495259912599,45,2.0994611408319086,4.216472539761227,81,11,3,7,2924,1,14,398.35441118760843,62506.368162074476,5120.696750581126,0.04746793957412795,147
32,Male,144473,Social Media,Consideration,1972.3422826708816,0.1407541446255422,0.0637980420115294,16,6.455963131104268,3.883874062853916,45,13,6,9,2112,1,19,401.18636409019234,126646.92096948191,1728.9810358903512,0.05592619786840345,89
48,Female,79670,PPC,Conversion,2851.25699977541,0.2426900924960957,0.0418782630305658,17,5.969048679981593,14.106549938255425,35,6,9,6,3825,1,15,1431.4456158966454,64110.91589212964,2294.42321701327,0.03369968368094749,73
58,Female,50539,PPC,Consideration,6406.080626616656,0.0482618705801895,0.1728639406854457,16,1.8023624918552537,12.134059824536676,39,10,4,0,2451,1,14,349.9195888267623,48212.18954766311,6111.145321990042,0.16490530232657355,69
32,Male,28308,Referral,Retention,4368.530741750226,0.2160798881495949,0.1385253875096861,33,4.268976358801638,13.254856135815876,7,4,2,0,140,0,6,1867.2940269427886,23278.075951962226,3592.3057229385213,0.11391142050747043,46
22,Female,61420,Referral,Retention,2737.5418722740915,0.0236681419980786,0.1183787708680307,3,2.7977292524606643,1.8681664342905049,98,13,8,0,1961,0,21,15.679871645039038,59999.91352677583,2674.247404955609,0.11564174561198065,122
26,Female,129611,PPC,Conversion,5135.217213438817,0.2752887703564803,0.0833287685593881,35,9.166900644103654,5.999690079497566,28,5,4,0,3504,1,9,1924.949699895899,101632.6678417861,4026.7093483489034,0.06534109802919011,72
29,Male,33820,Social Media,Awareness,1748.358518005332,0.0753292229248272,0.1187205657464571,2,6.0849359105921925,5.89042287104312,83,7,1,2,387,0,8,71.6856913131677,31450.83317647757,1625.8820840466956,0.11040392394763038,95
46,Female,115002,Social Media,Awareness,6061.76098900573,0.0496656377085531,0.0357806432999047,3,8.824091183671747,4.530852945403144,59,16,2,6,2092,0,18,119.94197859013515,109560.60279447872,5774.944678801441,0.03408765802604986,86
23,Female,116159,PPC,Awareness,4400.595363978435,0.1450189187024795,0.0925073798745189,26,3.042284737314586,1.613470312884769,94,5,7,0,1848,0,12,127.62453878198757,101447.23209606865,3843.2512267702373,0.08079113660353059,132
65,Female,141185,Email,Retention,5785.871933044856,0.0387071645964613,0.0696982959041472,11,1.978202239691481,9.253301115057162,65,4,5,1,596,0,9,201.35391089380332,135923.77602868513,5570.262851987424,0.06710100621210699,86
66,Female,131098,SEO,Awareness,2004.090459430821,0.0855846857210523,0.0362062699354323,18,8.275740731033288,11.54620160559975,44,19,0,6,340,0,19,1719.9606764913085,120762.5731316612,1846.0931567947566,0.033351861362509796,87
25,Female,42435,Referral,Awareness,6289.165500066094,0.0729496205701193,0.177678692665273,7,6.751971840276681,12.135341052153647,26,16,2,1,2155,1,18,573.5623673940652,39549.85321440523,5861.56645148381,0.16559835546692508,52
46,Female,41037,Referral,Awareness,3219.920605891895,0.129573151284028,0.0601467676176072,35,6.541901962932389,1.724441432778968,41,5,9,7,452,1,14,394.83943779205356,36329.652447344124,2850.564040258651,0.05324734174961234,97
60,Male,84950,Email,Retention,5390.96466023921,0.2522147941503267,0.133243416133775,29,7.84152449275156,11.637707019591474,7,5,5,4,547,0,10,2646.4635743742056,67839.79904792744,4305.143722485068,0.10640619864596432,50
25,Female,117267,Referral,Conversion,2281.078251171348,0.0606870533146484,0.0150202512678554,47,2.290122921894645,3.1725706366387865,18,7,1,7,2810,0,8,341.48210660592946,110557.58589071156,2150.566695466844,0.014160869806902135,80
69,Male,132448,Referral,Conversion,2260.3506317760307,0.0572999829332034,0.1976241737655333,21,4.211830899520836,1.6066555236935902,57,6,1,0,4492,1,7,142.10618897114836,125270.02945044746,2137.851762283469,0.18691400449783085,85
19,Male,73619,Email,Consideration,822.2831081741799,0.0901643476461671,0.0557445749013754,42,1.18327894050338,0.943304999948814,41,11,3,1,1851,0,14,46.88010351826089,67530.18492941433,754.2744449032991,0.05113410195603675,98
44,Female,87275,Email,Conversion,9997.914780944691,0.1893834505067428,0.0349789520586041,23,4.122795985981526,13.66868886379482,22,17,7,1,4879,1,24,1296.1239583695244,73378.35410675677,8405.964263825117,0.029409314585385513,70
33,Female,149309,PPC,Awareness,9743.274352357044,0.0692224740189372,0.0383530314951009,26,1.579955542898107,11.250905963477312,59,11,0,5,1834,1,11,462.1742122301549,139642.59415422237,9112.485557598258,0.03587001996969026,101
25,Female,43430,PPC,Retention,7056.18273165397,0.0553049987685722,0.1605955459449274,12,3.5590325726630487,5.791059913223277,73,19,8,2,1527,1,27,247.32685033685868,41153.979229396384,6686.391839219731,0.1521792715208638,114
48,Male,81816,Email,Awareness,6389.961433385984,0.0695928002043234,0.1029307057973178,43,7.204982953072726,1.106945175331724,50,11,4,3,4409,0,15,342.9474080848004,76492.66149171046,5974.200118180784,0.09623354399698189,111
31,Female,57304,Referral,Retention,1576.5731554292738,0.2110016005338554,0.0700386841924076,47,5.94119943626163,9.399478914444442,2,19,8,9,4419,1,27,2624.6764048995683,47319.50806236608,1301.8753688965073,0.05783533577621358,85
38,Male,45482,Referral,Consideration,1420.794865463373,0.2003303292024945,0.1461457914624865,38,9.4807454237533,1.4662565445621207,97,15,0,8,4430,0,15,528.2457909464148,37891.236181808774,1183.6698872779098,0.12175464362346529,158
56,Male,132319,Social Media,Conversion,7363.244856132303,0.1032810036626425,0.0349014947543938,40,9.75112584095939,5.849729756764976,19,18,0,8,4032,0,18,2281.6580397528014,119932.27433512491,6673.952358182549,0.03163427507455377,85
62,Female,90053,Social Media,Awareness,6086.27612607104,0.259845158465718,0.1406965809747541,8,2.447482091759105,11.81846955988938,20,5,3,2,548,1,8,231.40394079863495,71479.41903405779,4830.971556443582,0.11167767723622413,38
37,Male,109624,SEO,Awareness,298.3016274983446,0.1956391278271322,0.1682555132787945,6,2.3910084516063765,14.520421205516293,89,13,3,6,4000,0,16,208.31069893964343,91686.52768935617,249.49135617571864,0.14072432840548627,117
52,Female,131315,Social Media,Consideration,1846.4351020916345,0.2309420899999661,0.1417650290274053,9,9.355226547077551,14.069394568715875,34,2,1,3,3085,1,3,1184.6013621350353,106678.45471106087,1500.0178457555915,0.1151679109676144,49
29,Male,136436,Social Media,Conversion,9374.771403216517,0.2343571029122104,0.1426653578235422,28,2.103652240813079,2.2233526832802037,60,12,6,6,69,1,18,130.96050392040482,110532.0329733652,7594.861633719028,0.11557867450752524,112
57,Female,68555,SEO,Awareness,1178.0457314446,0.2963783467830327,0.020243914424794,23,1.6921180939819145,1.8183960938042671,45,6,4,2,326,0,10,70.7696414441014,52881.93849435966,908.7206172240724,0.01561574556920774,80
67,Female,97223,PPC,Conversion,4954.106807736684,0.1613613436594199,0.0882785607128243,24,7.9876970659963105,3.393574206118178,72,1,5,1,2319,1,6,650.5642255068223,83714.685813162,4265.7755355679565,0.07601300077257679,103
22,Female,92994,Social Media,Consideration,1831.842271232813,0.221519497583664,0.1006070205654528,36,9.2672543868286,5.6046718452073,8,5,8,6,701,1,13,1869.8371107923556,76129.771308567,1499.6422692036044,0.08236218968626167,63
50,Female,50284,SEO,Conversion,6859.704656571984,0.2289331711881596,0.1826759891161796,41,5.08302935340455,7.429468879015412,25,12,1,8,4676,1,13,1548.3325440818783,40916.78960165451,5581.837009037578,0.1486459910098809,87
42,Male,75578,SEO,Awareness,2135.348092917973,0.131275451417809,0.1911167034304861,27,9.651063483269322,1.2174583472516425,7,4,7,0,105,0,11,317.24373053416724,66807.77869375609,1887.5580569186545,0.1689391413832614,45
34,Male,27543,Email,Conversion,5826.228802731562,0.2794224452008206,0.0717362248671096,18,2.8390841478036304,11.070359630691554,95,0,9,1,2170,1,9,565.7342856836696,21527.682356453268,4553.7959917664775,0.05606922493520093,123
26,Female,134719,Referral,Awareness,4246.856616257295,0.0426327691907116,0.1702611901888121,22,8.186738023937709,4.169640222300579,52,14,6,4,1636,1,20,750.986547389061,129210.402723644,4073.2046236698397,0.16329928927993348,98
38,Female,58912,Social Media,Consideration,2233.997142465841,0.1508022577750017,0.041533139467395,6,6.651776107683777,2.248862156191679,87,15,5,1,3835,0,20,89.7535653601802,51192.11367720321,1941.2519634651426,0.036090596092239614,114
62,Male,78570,Referral,Conversion,872.6485625841509,0.0130935491016285,0.0993200705567068,3,1.6501610361711396,5.818667937943004,46,1,8,4,1478,1,9,28.805217340835448,77554.53587644773,861.370169968984,0.09803642580172378,62
33,Male,60131,Social Media,Conversion,5897.898638195593,0.0415550267784177,0.0460871391849681,45,2.7366070509116973,5.925090275504658,15,13,0,3,3597,0,13,729.6589721355471,57731.94738062781,5662.5895767006095,0.04424839590810478,76
69,Female,94979,Referral,Awareness,5099.975398111247,0.2109411625563188,0.1432319089560791,14,2.242829566434438,5.15463034026412,76,5,4,4,2539,0,9,161.85340263658128,78434.03373909398,4211.579848640297,0.11828147674302682,103
39,Female,105697,Email,Awareness,4516.892746693168,0.1454402066296163,0.029798103164448,3,1.6928224000632923,14.250760743717958,26,18,2,4,3758,0,20,72.37202101472515,92276.31384706372,3943.3684277452007,0.026014542698939293,53
39,Female,127845,Email,Awareness,6679.9430498081865,0.1526528474625254,0.197298263017671,30,4.940007387110412,13.160261595890988,7,6,7,6,4010,1,13,1950.353685000208,110913.70682980632,5795.2774458620015,0.17116885057978007,56
36,Male,123381,Social Media,Awareness,3111.6073996174982,0.2396401903301672,0.0287142982235459,44,9.239508483641687,12.334984523578411,65,4,2,6,247,0,6,5014.644542652432,99529.68689014394,2510.0891564259055,0.02316341342232386,121
21,Male,135849,Social Media,Awareness,6906.231058305369,0.0943929085291772,0.0734716831602511,4,9.679959104443029,4.89270546809553,25,14,3,7,2672,1,17,189.44475536499806,124131.83504869007,6310.55903641324,0.06713464843169924,53
